ID,Fleet,Status,GrossAmount,TripAdjusted,DiscountApplied,ExistingPassenger
357627,RideShare,Meter Off,6,No,0,Yes
357626,RideShare,Unable To Auth,0,No,,
357625,Discount Cab,Meter Off,11,No,0,Yes
357624,Discount Cab,Meter Off,1,No,20,Yes
357623,Discount Cab,Meter Off,11,No,10,No
357622,Discount Cab,Meter Off,66,No,0,Yes
357621,Discount Cab,Meter Off,17,No,0,Yes
357620,RideShare,Unable To Match,0,No,,
357619,RideShare,Meter Off,10,No,0,Yes
357618,Discount Cab,Meter Off,19,No,0,Yes
357617,Discount Cab,Meter Off,15,No,0,Yes
357616,RideShare,Meter Off,6,No,0,Yes
357615,Discount Cab,Meter Off,8,No,10,Yes
357614,Discount Cab,Meter Off,18,No,0,Yes
357613,Discount Cab,Meter Off,5,No,10,Yes
357612,Discount Cab,Cancelled,0,No,,
357611,RideShare,Meter Off,17,No,6,Yes
357610,RideShare,Unable To Match,0,No,,
357609,Discount Cab,Meter Off,41,No,0,Yes
357608,Discount Cab,Unable To Auth,0,No,,
357607,Discount Cab,Unable To Auth,0,No,,
357606,Discount Cab,Meter Off,65,No,17,No
357605,Discount Cab,Meter Off,12,No,4,Yes
357604,Discount Cab,Meter Off,12,Yes,0,Yes
357603,SUV,Meter Off,0,No,72,Yes
357602,Discount Cab,Meter Off,6,No,10,No
357601,Discount Cab,Meter Off,22,No,0,Yes
357600,RideShare,Cancelled,10,No,,
357599,RideShare,Meter Off,10,No,0,Yes
357598,Discount Cab,Meter Off,26,No,0,Yes
357597,RideShare,Unable To Match,0,No,,
357596,Discount Cab,Meter Off,15,No,0,Yes
357595,Discount Cab,Meter Off,21,No,0,Yes
357594,RideShare,Unable To Match,0,No,,
357593,RideShare,Meter Off,19,No,6,Yes
357592,Discount Cab,Meter Off,13,No,10,Yes
357591,Discount Cab,Meter Off,14,No,0,Yes
357590,RideShare,Unable To Match,0,No,,
357589,Discount Cab,Unable To Match,0,No,,
357588,Discount Cab,Meter Off,25,No,0,Yes
357587,Discount Cab,Unable To Match,0,No,,
357586,Discount Cab,Meter Off,17,No,0,Yes
357585,Discount Cab,Unable To Match,0,No,,
357584,Discount Cab,Meter Off,10,No,10,Yes
357583,RideShare,Meter Off,0,No,6,Yes
357582,Discount Cab,Unable To Match,0,No,,
357581,Discount Cab,Meter Off,19,No,0,Yes
357580,RideShare,Unable To Match,0,No,,
357579,Discount Cab,Unable To Match,0,No,,
357578,Discount Cab,Unable To Auth,0,No,,
357577,RideShare,Meter Off,0,No,6,Yes
357576,Discount Cab,Meter Off,35,No,0,Yes
357575,Discount Cab,Meter Off,8,No,10,Yes
357574,Discount Cab,Meter Off,10,No,2,No
357573,RideShare,Meter Off,2,No,10,Yes
357572,Discount Cab,Meter Off,14,No,10,Yes
357571,Discount Cab,Meter Off,35,No,0,Yes
357570,Discount Cab,Unable To Match,0,No,,
357569,Discount Cab,Cancelled,0,No,,
357568,Discount Cab,Cancelled,0,No,,
357567,RideShare,Unable To Auth,0,No,,
357566,RideShare,Unable To Auth,0,No,,
357565,RideShare,Unable To Auth,0,No,,
357564,Discount Cab,Meter Off,0,No,17,Yes
357563,Discount Cab,Meter Off,22,No,0,Yes
357562,RideShare,Cancelled,0,Yes,,
357561,RideShare,Cancelled,0,No,,
357560,RideShare,Meter Off,7,No,10,Yes
357559,RideShare,Meter Off,9,No,3,Yes
357558,Discount Cab,Cancelled,0,No,,
357557,Discount Cab,Meter Off,20,No,0,Yes
357556,RideShare,Meter Off,8,No,0,Yes
357555,Discount Cab,Meter Off,30,No,8,No
357554,RideShare,Cancelled,0,No,,
357553,RideShare,Cancelled,10,No,,
357552,Discount Cab,Meter Off,12,No,10,Yes
357551,Discount Cab,Meter Off,29,No,0,Yes
357550,Discount Cab,Meter Off,0,Yes,0,Yes
357549,Discount Cab,Meter Off,7,No,10,Yes
357548,Discount Cab,Meter Off,16,No,0,Yes
357547,Discount Cab,Meter Off,9,No,0,Yes
357546,Discount Cab,Meter Off,8,No,10,Yes
357545,Discount Cab,Meter Off,19,No,10,Yes
357544,RideShare,Meter Off,14,No,0,Yes
357543,RideShare,Unable To Auth,0,No,,
357542,RideShare,Cancelled,0,No,,
357541,Black,Meter Off,0,No,12,Yes
357540,RideShare,Cancelled,0,No,,
357539,RideShare,Cancelled,0,No,,
357538,Discount Cab,Unable To Match,0,No,,
357537,Discount Cab,Unable To Match,0,No,,
357536,Discount Cab,Unable To Auth,0,No,,
357535,Discount Cab,Cancelled,0,No,,
357534,Discount Cab,Meter Off,32,No,0,Yes
357533,RideShare,Cancelled,0,No,,
357532,SUV,Meter Off,0,No,20,Yes
357531,RideShare,Unable To Match,0,No,,
357530,RideShare,Meter Off,13,No,0,Yes
357529,Discount Cab,Unable To Auth,0,No,,
357528,RideShare,Unable To Match,0,No,,
357527,Discount Cab,Unable To Auth,0,No,,
357526,Discount Cab,Unable To Auth,0,No,,
357525,Discount Cab,Unable To Auth,0,No,,
357524,RideShare,Unable To Match,0,No,,
357523,Discount Cab,Unable To Match,0,No,,
357522,Discount Cab,Unable To Match,0,No,,
357521,RideShare,Unable To Match,0,No,,
357520,RideShare,Unable To Match,0,No,,
357519,RideShare,Unable To Match,0,No,,
357518,Black,Meter Off,0,No,13,Yes
357517,Discount Cab,Meter Off,11,No,10,Yes
357516,RideShare,Cancelled,0,No,,
357514,Discount Cab,Cancelled,0,No,,
357513,Discount Cab,Unable To Match,0,No,,
357512,RideShare,Meter Off,0,No,8,Yes
357511,Discount Cab,Meter Off,8,No,0,Yes
357510,RideShare,Meter Off,6,No,0,Yes
357509,SUV,Meter Off,0,No,21,Yes
357508,Discount Cab,Meter Off,30,No,0,Yes
357507,Discount Cab,Cancelled,0,No,,
357506,RideShare,Cancelled,0,Yes,,
357505,Discount Cab,Cancelled,0,No,,
357504,RideShare,Meter Off,0,No,8,Yes
357503,Discount Cab,Meter Off,20,No,0,Yes
357502,Discount Cab,Unable To Match,0,No,,
357501,Discount Cab,Meter Off,16,No,10,Yes
357500,RideShare,Meter Off,16,No,0,Yes
357499,Discount Cab,Meter Off,6,No,10,Yes
357498,Discount Cab,Meter Off,11,No,0,Yes
357497,Discount Cab,Meter Off,16,No,0,Yes
357496,Discount Cab,Meter Off,15,No,0,Yes
357495,Accessible Van,Meter Off,17,Yes,0,Yes
357494,RideShare,Meter Off,9,No,0,Yes
357493,Discount Cab,Cancelled,0,No,,
357492,RideShare,Meter Off,8,Yes,6,No
357491,RideShare,Meter Off,8,No,0,Yes
357490,Discount Cab,Meter Off,35,No,9,Yes
357489,RideShare,Cancelled,0,No,,
357488,Discount Cab,Unable To Match,0,No,,
357487,RideShare,Cancelled,0,No,,
357486,Discount Cab,Cancelled,0,No,,
357485,Discount Cab,Meter Off,23,No,0,Yes
357484,RideShare,Meter Off,12,No,10,No
357483,Discount Cab,Meter Off,37,No,0,Yes
357482,RideShare,Cancelled,0,No,,
357481,Discount Cab,Meter Off,26,No,0,Yes
357480,Discount Cab,Unable To Match,0,No,,
357479,Discount Cab,Meter Off,12,No,10,Yes
357478,RideShare,Cancelled,0,No,,
357477,Discount Cab,Meter Off,12,No,0,Yes
357476,Discount Cab,Unable To Match,0,No,,
357475,Discount Cab,Unable To Match,0,No,,
357474,RideShare,Meter Off,17,No,0,Yes
357473,SUV,Meter Off,0,No,75,Yes
357472,Discount Cab,Meter Off,10,No,0,Yes
357471,RideShare,Meter Off,7,Yes,0,Yes
357470,Discount Cab,Meter Off,33,No,0,Yes
357469,Discount Cab,Cancelled,10,No,,
357468,RideShare,Unable To Auth,0,No,,
357467,Discount Cab,Meter Off,20,No,0,Yes
357466,RideShare,Meter Off,12,No,0,Yes
357465,RideShare,Meter Off,11,No,0,Yes
357464,RideShare,Meter Off,2,No,10,Yes
357463,Discount Cab,Meter Off,9,No,0,Yes
357462,Discount Cab,Meter Off,17,No,5,Yes
357461,Discount Cab,Meter Off,0,No,9,Yes
357460,Discount Cab,Meter Off,11,No,0,Yes
357459,Discount Cab,Unable To Auth,0,No,,
357458,Discount Cab,Meter Off,12,No,10,Yes
357457,RideShare,Meter Off,6,No,10,Yes
357456,RideShare,Meter Off,0,No,9,No
357455,RideShare,Meter Off,4,No,10,No
357454,Discount Cab,Meter Off,17,No,6,Yes
357453,RideShare,Meter Off,6,No,10,Yes
357452,RideShare,Meter Off,65,No,0,Yes
357451,Discount Cab,Meter Off,24,No,0,Yes
357450,RideShare,Meter Off,7,No,0,Yes
357449,RideShare,Meter Off,25,No,0,Yes
357448,RideShare,Meter Off,10,No,0,Yes
357447,Discount Cab,Meter Off,14,No,0,Yes
357446,RideShare,Meter Off,0,No,6,No
357445,Discount Cab,Meter Off,11,No,10,Yes
357444,RideShare,Meter Off,3,No,10,No
357443,Discount Cab,Meter Off,19,No,0,Yes
357442,Discount Cab,Cancelled,0,No,,
357441,RideShare,Meter Off,8,No,3,No
357440,RideShare,Meter Off,32,Yes,20,No
357439,Discount Cab,Meter Off,10,No,0,Yes
357438,RideShare,Unable To Auth,0,No,,
357437,Discount Cab,Meter Off,24,No,0,Yes
357436,Discount Cab,Meter Off,20,No,0,Yes
357435,Discount Cab,Meter Off,0,Yes,0,Yes
357434,Discount Cab,Unable To Match,0,No,,
357433,Discount Cab,Meter Off,20,No,10,Yes
357432,RideShare,Unable To Auth,0,No,,
357431,RideShare,Unable To Auth,0,No,,
357430,RideShare,Unable To Auth,0,No,,
357429,RideShare,Unable To Auth,0,No,,
357428,RideShare,Unable To Auth,0,No,,
357427,SUV,Meter Off,0,No,84,Yes
357426,Discount Cab,Meter Off,20,No,0,Yes
357425,Discount Cab,Meter Off,0,Yes,0,Yes
357424,Discount Cab,Cancelled,0,No,,
357423,Discount Cab,Cancelled,0,No,,
357422,Discount Cab,Meter Off,39,No,0,Yes
357421,Discount Cab,Meter Off,14,No,0,Yes
357420,Discount Cab,Unable To Match,0,No,,
357419,Discount Cab,Meter Off,38,No,10,No
357418,RideShare,Meter Off,6,No,0,Yes
357417,Discount Cab,Meter Off,11,No,10,Yes
357416,Discount Cab,Meter Off,30,No,0,Yes
357415,RideShare,Unable To Match,0,No,,
357414,Discount Cab,Meter Off,21,No,0,Yes
357413,Discount Cab,Meter Off,20,No,0,Yes
357412,Discount Cab,Cancelled,10,No,,
357411,RideShare,Meter Off,14,No,0,Yes
357410,Discount Cab,Cancelled,0,No,,
357409,Discount Cab,Meter Off,19,No,0,Yes
357408,Discount Cab,Cancelled,0,No,,
357407,RideShare,Unable To Auth,0,No,,
357406,Discount Cab,Meter Off,16,No,0,Yes
357405,Black,Meter Off,0,No,13,Yes
357404,RideShare,Meter Off,6,No,10,Yes
357403,RideShare,Meter Off,12,No,0,Yes
357402,RideShare,Cancelled,0,No,,
357401,Discount Cab,Unable To Match,0,No,,
357400,Discount Cab,Meter Off,38,No,10,Yes
357399,Discount Cab,Unable To Match,0,No,,
357398,Discount Cab,Meter Off,22,No,0,Yes
357397,Discount Cab,Unable To Match,0,No,,
357396,Discount Cab,Unable To Auth,0,No,,
357395,Discount Cab,Meter Off,10,Yes,10,No
357394,Discount Cab,Unable To Match,0,No,,
357393,Discount Cab,Meter Off,20,No,7,Yes
357392,Black,Meter Off,0,No,11,Yes
357391,Discount Cab,Unable To Match,0,No,,
357390,Discount Cab,Cancelled,10,No,,
357389,Discount Cab,Unable To Auth,0,No,,
357388,Discount Cab,Unable To Match,0,No,,
357387,Discount Cab,Meter Off,10,No,0,Yes
357386,RideShare,Unable To Match,0,No,,
357385,Discount Cab,Cancelled,0,No,,
357384,Discount Cab,Meter Off,10,No,0,Yes
357383,Discount Cab,Meter Off,18,Yes,0,Yes
357382,Discount Cab,Unable To Match,0,No,,
357381,RideShare,Unable To Match,0,No,,
357380,RideShare,Cancelled,0,No,,
357379,Discount Cab,Meter Off,0,No,10,No
357378,RideShare,Unable To Match,0,No,,
357377,Discount Cab,Meter Off,16,No,10,No
357376,Discount Cab,Meter Off,15,Yes,0,Yes
357375,RideShare,Unable To Auth,0,No,,
357374,RideShare,Meter Off,9,No,0,Yes
357373,Discount Cab,Cancelled,10,No,,
357372,Discount Cab,Meter Off,17,No,0,Yes
357371,Discount Cab,Meter Off,25,No,0,Yes
357370,RideShare,Unable To Match,0,No,,
357369,Discount Cab,Cancelled,0,No,,
357368,Discount Cab,Cancelled,0,No,,
357367,Discount Cab,Meter Off,25,No,0,Yes
357366,Discount Cab,Meter Off,38,No,0,Yes
357365,Discount Cab,Meter Off,85,No,0,Yes
357364,Discount Cab,Meter Off,41,No,0,Yes
357363,Discount Cab,Meter Off,14,No,0,Yes
357362,Discount Cab,Unable To Match,0,No,,
357361,RideShare,Meter Off,26,No,0,Yes
357360,Discount Cab,Unable To Match,0,No,,
357359,Discount Cab,Meter Off,19,No,20,Yes
357358,Discount Cab,Meter Off,33,No,0,Yes
357357,RideShare,Meter Off,0,No,11,Yes
357356,Discount Cab,Unable To Match,0,No,,
357355,RideShare,Unable To Match,0,No,,
357354,RideShare,Unable To Auth,0,No,,
357353,RideShare,Cancelled,0,No,,
357352,Discount Cab,Cancelled,0,No,,
357351,Discount Cab,Unable To Match,0,No,,
357350,RideShare,Meter Off,6,No,0,Yes
357349,Discount Cab,Unable To Match,0,No,,
357348,RideShare,Meter Off,6,No,10,Yes
357347,RideShare,Meter Off,1,No,10,Yes
357346,Discount Cab,Meter Off,13,No,0,Yes
357345,Discount Cab,Meter Off,25,No,0,Yes
357344,Discount Cab,Meter Off,20,No,0,Yes
357343,RideShare,Meter Off,0,No,8,No
357342,Discount Cab,Meter Off,30,No,0,Yes
357341,RideShare,Meter Off,17,No,0,Yes
357340,Discount Cab,Meter Off,38,No,0,Yes
357339,Discount Cab,Cancelled,0,No,,
357338,Discount Cab,Meter Off,14,No,0,Yes
357337,RideShare,Meter Off,73,No,0,Yes
357336,RideShare,Meter Off,21,No,0,Yes
357335,RideShare,Meter Off,0,Yes,0,Yes
357334,Discount Cab,Meter Off,26,No,0,Yes
357333,RideShare,Cancelled,0,No,,
357332,Discount Cab,Meter Off,65,No,17,No
357331,Discount Cab,Meter Off,11,No,0,Yes
357330,Discount Cab,Cancelled,10,No,,
357329,Discount Cab,Meter Off,51,No,0,Yes
357328,Discount Cab,Cancelled,0,No,,
357327,Discount Cab,Meter Off,16,No,0,Yes
357326,Discount Cab,Meter Off,9,No,0,Yes
357325,Discount Cab,Meter Off,9,No,0,Yes
357324,Discount Cab,Meter Off,7,No,10,No
357323,Discount Cab,Unable To Auth,0,No,,
357322,Discount Cab,Meter Off,9,No,0,Yes
357321,Discount Cab,Meter Off,14,No,0,Yes
357320,Discount Cab,Meter Off,16,No,0,Yes
357319,Discount Cab,Unable To Match,0,No,,
357318,Discount Cab,Unable To Match,0,No,,
357317,Discount Cab,Meter Off,11,No,0,Yes
357316,Discount Cab,Meter Off,9,No,0,Yes
357315,Discount Cab,Meter Off,9,No,10,No
357314,Discount Cab,Meter Off,9,No,10,No
357313,RideShare,Meter Off,6,No,0,Yes
357312,Discount Cab,Meter Off,28,No,0,Yes
357311,RideShare,Meter Off,11,No,10,No
357310,RideShare,Meter Off,14,No,0,Yes
357309,Cab,Meter Off,28,No,20,Yes
357308,Discount Cab,Meter Off,14,No,0,Yes
357307,Discount Cab,Meter Off,20,No,0,Yes
357306,Discount Cab,Meter Off,17,No,5,No
357305,Discount Cab,Meter Off,16,No,0,Yes
357304,Discount Cab,Meter Off,8,No,10,Yes
357303,RideShare,Unable To Match,0,No,,
357302,Discount Cab,Cancelled,0,No,,
357301,Discount Cab,Unable To Match,0,No,,
357300,Discount Cab,Unable To Match,0,No,,
357299,Discount Cab,Unable To Match,0,No,,
357298,Discount Cab,Unable To Match,0,No,,
357297,Discount Cab,Unable To Match,0,No,,
357296,Cab,Unable To Match,0,No,,
357295,Cab,Unable To Match,0,No,,
357294,Cab,Unable To Match,0,No,,
357293,Accessible Van,Meter Off,50,No,0,Yes
357292,Discount Cab,Cancelled,0,No,,
357291,RideShare,Meter Off,4,No,10,Yes
357290,RideShare,Meter Off,5,No,10,Yes
357289,Discount Cab,Meter Off,24,No,0,Yes
357288,RideShare,Meter Off,17,No,0,Yes
357287,Discount Cab,Meter Off,7,No,10,Yes
357286,Discount Cab,Meter Off,6,No,10,No
357285,Discount Cab,Meter Off,14,No,10,No
357284,Discount Cab,Meter Off,11,No,0,Yes
357283,RideShare,Meter Off,3,No,5,Yes
357282,Discount Cab,Unable To Match,0,No,,
357281,RideShare,Meter Off,7,No,0,Yes
357280,Discount Cab,Cancelled,10,No,,
357279,Discount Cab,Meter Off,14,No,10,No
357278,Discount Cab,Meter Off,2,No,10,No
357277,Discount Cab,Meter Off,48,No,0,Yes
357276,RideShare,Meter Off,15,No,0,Yes
357275,Discount Cab,Unable To Match,0,No,,
357274,RideShare,Meter Off,14,No,0,Yes
357273,RideShare,Cancelled,0,No,,
357272,RideShare,Unable To Auth,0,No,,
357271,Discount Cab,Unable To Match,0,No,,
357270,Discount Cab,Meter Off,9,No,0,Yes
357269,Discount Cab,Unable To Auth,0,No,,
357268,Discount Cab,Meter Off,20,No,0,Yes
357267,Discount Cab,Meter Off,9,No,0,Yes
357266,Discount Cab,Meter Off,11,No,10,Yes
357265,Discount Cab,Meter Off,16,No,0,Yes
357264,Discount Cab,Cancelled,0,No,,
357263,Discount Cab,Unable To Auth,0,No,,
357262,RideShare,Meter Off,6,No,0,Yes
357261,Discount Cab,Unable To Match,0,No,,
357260,Discount Cab,Meter Off,15,No,10,Yes
357259,Discount Cab,Unable To Auth,0,No,,
357258,Discount Cab,Meter Off,24,Yes,0,Yes
357257,RideShare,Unable To Match,0,No,,
357256,Discount Cab,Meter Off,0,No,9,Yes
357255,Discount Cab,Meter Off,5,No,10,No
357254,RideShare,Meter Off,30,Yes,20,Yes
357253,Discount Cab,Meter Off,15,No,0,Yes
357252,Cab,Meter Off,15,No,0,Yes
357251,Discount Cab,Meter Off,22,No,10,No
357250,Discount Cab,Cancelled,0,Yes,,
357249,Discount Cab,Unable To Match,0,No,,
357248,Discount Cab,Unable To Match,0,No,,
357247,Discount Cab,Unable To Match,0,No,,
357246,RideShare,Meter Off,8,No,0,Yes
357245,Discount Cab,Unable To Match,0,No,,
357244,Discount Cab,Meter Off,9,No,10,No
357243,Discount Cab,Meter Off,14,No,10,Yes
357242,RideShare,Unable To Match,0,No,,
357241,RideShare,Meter Off,6,No,0,Yes
357240,RideShare,Meter Off,1,No,10,Yes
357239,Discount Cab,Meter Off,20,No,0,Yes
357238,Discount Cab,Meter Off,45,No,0,Yes
357237,Discount Cab,Meter Off,23,No,0,Yes
357236,Discount Cab,Cancelled,0,No,,
357235,RideShare,Unable To Match,0,No,,
357234,RideShare,Unable To Auth,0,No,,
357233,RideShare,Unable To Auth,0,No,,
357232,RideShare,Unable To Auth,0,No,,
357231,RideShare,Meter Off,13,No,10,No
357230,Discount Cab,Meter Off,32,No,0,Yes
357229,RideShare,Meter Off,6,No,10,No
357228,Discount Cab,Cancelled,0,No,,
357227,Discount Cab,Cancelled,0,No,,
357226,RideShare,Unable To Match,0,No,,
357225,Discount Cab,Meter Off,13,No,10,Yes
357224,Discount Cab,Meter Off,18,No,10,Yes
357223,Discount Cab,Meter Off,11,No,10,Yes
357222,Discount Cab,Meter Off,19,No,0,Yes
357221,Discount Cab,Unable To Match,0,No,,
357220,Discount Cab,Cancelled,0,No,,
357219,Discount Cab,Cancelled,0,No,,
357218,Discount Cab,Meter Off,9,No,0,Yes
357217,RideShare,Meter Off,29,No,0,Yes
357216,Discount Cab,Cancelled,0,No,,
357215,Discount Cab,Cancelled,0,No,,
357214,RideShare,Cancelled,0,No,,
357213,Discount Cab,Meter Off,14,No,0,Yes
357212,Discount Cab,Unable To Auth,0,No,,
357211,Discount Cab,Meter Off,103,No,0,Yes
357210,Discount Cab,Meter Off,29,No,0,Yes
357209,Discount Cab,Meter Off,63,No,0,Yes
357208,RideShare,Meter Off,15,No,0,Yes
357207,Discount Cab,Meter Off,4,No,10,No
357206,RideShare,Cancelled,0,No,,
357205,Discount Cab,Meter Off,8,No,0,Yes
357204,Discount Cab,Unable To Auth,0,No,,
357203,Discount Cab,Unable To Match,0,No,,
357202,Discount Cab,Unable To Match,0,No,,
357201,Discount Cab,Unable To Auth,0,No,,
357200,Discount Cab,Unable To Auth,0,No,,
357199,Accessible Van,Meter Off,22,No,10,No
357198,Discount Cab,Cancelled,0,No,,
357197,Discount Cab,Unable To Match,0,No,,
357196,Discount Cab,Unable To Match,0,No,,
357195,RideShare,Cancelled,0,No,,
357194,Discount Cab,Unable To Auth,0,No,,
357193,Discount Cab,Meter Off,3,No,10,Yes
357192,Discount Cab,Meter Off,18,No,0,Yes
357191,Discount Cab,Meter Off,10,No,0,Yes
357190,Discount Cab,Meter Off,19,No,0,Yes
357189,Cab,Meter Off,0,No,11,Yes
357188,Discount Cab,Unable To Auth,0,No,,
357187,SUV,Unable To Match,0,No,,
357186,Discount Cab,Unable To Auth,0,No,,
357185,Discount Cab,Unable To Auth,0,No,,
357184,RideShare,Meter Off,8,No,0,Yes
357183,Discount Cab,Meter Off,15,No,5,Yes
357182,RideShare,Meter Off,0,No,6,Yes
357181,Discount Cab,Cancelled,0,No,,
357180,RideShare,Meter Off,8,No,0,Yes
357179,RideShare,Meter Off,9,No,0,Yes
357178,Discount Cab,Cancelled,10,No,,
357177,Discount Cab,Cancelled,0,No,,
357176,Discount Cab,Unable To Auth,0,No,,
357175,Discount Cab,Unable To Auth,0,No,,
357174,Discount Cab,Unable To Auth,0,No,,
357173,Discount Cab,Unable To Auth,0,No,,
357172,Discount Cab,Unable To Auth,0,No,,
357171,RideShare,Meter Off,8,No,0,Yes
357170,Discount Cab,Meter Off,13,No,0,Yes
357169,Discount Cab,Unable To Match,0,No,,
357168,RideShare,Unable To Match,0,No,,
357167,Discount Cab,Meter Off,12,No,0,Yes
357166,Discount Cab,Meter Off,7,No,10,Yes
357165,Discount Cab,Meter Off,18,No,10,No
357164,Discount Cab,Unable To Match,0,No,,
357163,Discount Cab,Unable To Match,0,No,,
357162,Discount Cab,Cancelled,10,No,,
357161,Discount Cab,Meter Off,4,No,10,No
357160,RideShare,Unable To Match,0,No,,
357159,Discount Cab,Unable To Match,0,No,,
357158,RideShare,Unable To Match,0,No,,
357157,Discount Cab,Meter Off,13,No,0,Yes
357156,Discount Cab,Unable To Match,0,No,,
357155,Discount Cab,Cancelled,0,No,,
357154,SUV,Meter Off,0,No,20,Yes
357153,Discount Cab,Unable To Match,0,No,,
357152,Discount Cab,Meter Off,17,No,0,Yes
357151,Discount Cab,Meter Off,25,No,0,Yes
357150,SUV,Cancelled,10,No,,
357149,Discount Cab,Meter Off,50,No,0,Yes
357148,Discount Cab,Unable To Match,0,No,,
357147,Discount Cab,Meter Off,10,No,20,Yes
357146,Discount Cab,Unable To Match,0,No,,
357145,Discount Cab,Meter Off,19,No,0,Yes
357144,RideShare,Meter Off,9,No,0,Yes
357143,Discount Cab,Meter Off,32,No,0,Yes
357142,RideShare,Unable To Match,0,No,,
357141,Discount Cab,Unable To Match,0,No,,
357140,Discount Cab,Cancelled,0,No,,
357139,Discount Cab,Meter Off,19,No,0,Yes
357138,Discount Cab,Meter Off,14,No,0,Yes
357137,Discount Cab,Meter Off,13,No,0,Yes
357136,Discount Cab,Unable To Match,0,No,,
357135,Discount Cab,Meter Off,37,No,0,Yes
357134,Discount Cab,Cancelled,0,No,,
357133,Discount Cab,Cancelled,0,No,,
357132,Discount Cab,Meter Off,14,No,4,Yes
357131,RideShare,Meter Off,2,No,10,Yes
357130,Discount Cab,Unable To Auth,0,No,,
357129,Discount Cab,Cancelled,0,No,,
357128,Discount Cab,Cancelled,0,No,,
357127,Discount Cab,Meter Off,22,No,0,Yes
357126,Discount Cab,Unable To Auth,0,No,,
357125,Discount Cab,Unable To Match,0,No,,
357124,Discount Cab,Meter Off,26,No,0,Yes
357123,Discount Cab,Unable To Auth,0,No,,
357122,RideShare,Cancelled,0,No,,
357121,Discount Cab,Meter Off,25,No,0,Yes
357120,Discount Cab,Meter Off,2,No,10,Yes
357119,Discount Cab,Unable To Auth,0,No,,
357118,Discount Cab,Unable To Auth,0,No,,
357117,Discount Cab,Meter Off,11,No,0,Yes
357116,Discount Cab,Meter Off,16,No,4,No
357115,Discount Cab,Unable To Match,0,No,,
357114,Discount Cab,Meter Off,20,No,0,Yes
357113,Discount Cab,Unable To Match,0,No,,
357112,Discount Cab,Meter Off,24,No,6,No
357111,RideShare,Meter Off,10,No,0,Yes
357110,RideShare,Cancelled,0,No,,
357109,Discount Cab,Meter Off,54,No,0,Yes
357108,Discount Cab,Meter Off,12,No,10,Yes
357107,Discount Cab,Cancelled,0,No,,
357106,Discount Cab,Meter Off,17,No,0,Yes
357105,RideShare,Unable To Match,0,No,,
357104,Discount Cab,Meter Off,12,No,0,Yes
357103,Discount Cab,Meter Off,30,No,0,Yes
357102,Discount Cab,Unable To Match,0,No,,
357101,Discount Cab,Unable To Match,0,No,,
357100,Discount Cab,Meter Off,25,No,0,Yes
357099,RideShare,Meter Off,10,No,0,Yes
357098,Discount Cab,Unable To Match,0,No,,
357097,Discount Cab,Cancelled,10,No,,
357096,Discount Cab,Unable To Match,0,No,,
357095,Discount Cab,Unable To Match,0,No,,
357094,Accessible Van,Unable To Match,0,No,,
357093,Discount Cab,Meter Off,27,No,0,Yes
357092,Discount Cab,Meter Off,8,No,10,Yes
357091,Discount Cab,Cancelled,0,No,,
357090,Discount Cab,Cancelled,0,No,,
357089,Discount Cab,Meter Off,26,No,0,Yes
357088,Discount Cab,Unable To Match,0,No,,
357087,Discount Cab,Meter Off,14,No,0,Yes
357086,Discount Cab,Meter Off,78,No,0,Yes
