ID,Fleet,Status,GrossAmount,TripAdjusted,DiscountApplied,ExistingPassenger
340893,Discount Cab,Meter Off,97,No,0,Yes
340892,RideShare,Meter Off,28,No,10,No
340891,Discount Cab,Meter Off,21,No,0,Yes
340890,Discount Cab,Meter Off,12,No,10,No
340889,Discount Cab,Cancelled,0,No,,
340888,Discount Cab,Meter Off,30,No,0,Yes
340887,Discount Cab,Meter Off,11,No,10,Yes
340886,RideShare,Meter Off,0,No,17,No
340885,Discount Cab,Cancelled,0,No,,
340884,RideShare,Cancelled,0,No,,
340883,RideShare,Meter Off,22,No,0,Yes
340882,RideShare,Meter Off,0,Yes,20,Yes
340881,Discount Cab,Cancelled,10,No,,
340880,RideShare,Meter Off,30,No,10,No
340879,Discount Cab,Meter Off,34,No,0,Yes
340878,Discount Cab,Meter Off,49,No,0,Yes
340877,RideShare,Meter Off,12,No,0,Yes
340876,Discount Cab,Unable To Auth,0,No,,
340875,Discount Cab,Unable To Auth,0,No,,
340874,Discount Cab,Meter Off,4,No,10,Yes
340873,Discount Cab,Meter Off,18,No,10,Yes
340872,Accessible Van,Meter Off,39,No,0,Yes
340871,Discount Cab,Meter Off,0,No,13,No
340870,RideShare,Cancelled,0,No,,
340869,Accessible Van,Unable To Auth,0,No,,
340868,Discount Cab,Meter Off,25,No,0,Yes
340867,Discount Cab,Meter Off,80,No,20,Yes
340866,RideShare,Meter Off,7,No,10,No
340865,Discount Cab,Meter Off,9,No,0,Yes
340864,RideShare,Meter Off,0,No,10,Yes
340863,RideShare,Unable To Auth,0,No,,
340862,Discount Cab,Cancelled,0,No,,
340861,RideShare,Unable To Auth,0,No,,
340860,Discount Cab,Meter Off,10,No,0,Yes
340859,RideShare,Cancelled,10,No,,
340858,RideShare,Meter Off,13,No,0,Yes
340857,Discount Cab,Meter Off,15,No,0,Yes
340856,RideShare,Meter Off,31,No,10,No
340855,Discount Cab,Cancelled,10,No,,
340854,Discount Cab,Meter Off,41,No,0,Yes
340853,Discount Cab,Meter Off,31,No,0,Yes
340852,Discount Cab,Meter Off,64,No,0,Yes
340851,Discount Cab,Meter Off,115,No,10,No
340850,Discount Cab,Meter Off,30,No,0,Yes
340849,Discount Cab,Meter Off,24,No,0,Yes
340848,Discount Cab,Meter Off,26,No,0,Yes
340847,Discount Cab,Meter Off,14,No,0,Yes
340846,Discount Cab,Meter Off,89,No,0,Yes
340845,Discount Cab,Unable To Match,0,No,,
340844,RideShare,Cancelled,10,No,,
340843,Discount Cab,Meter Off,40,No,0,Yes
340842,Discount Cab,Meter Off,57,No,0,Yes
340841,Discount Cab,Cancelled,10,No,,
340840,Discount Cab,Meter Off,23,No,0,Yes
340839,Discount Cab,Cancelled,10,No,,
340838,Discount Cab,Cancelled,0,Yes,,
340837,RideShare,Meter Off,0,No,10,No
340836,Discount Cab,Cancelled,0,No,,
340835,RideShare,Cancelled,0,No,,
340834,Discount Cab,Meter Off,39,No,0,Yes
340833,Discount Cab,Meter Off,15,No,20,No
340832,Accessible Van,Meter Off,33,No,0,Yes
340831,Discount Cab,Cancelled,10,No,,
340830,Discount Cab,Cancelled,0,No,,
340829,RideShare,Cancelled,0,No,,
340828,RideShare,Cancelled,0,No,,
340827,Discount Cab,Meter Off,29,No,0,Yes
340826,Discount Cab,Meter Off,67,No,0,Yes
340825,Discount Cab,Meter Off,9,No,0,Yes
340824,Discount Cab,Cancelled,10,No,,
340823,RideShare,Unable To Auth,0,No,,
340822,Discount Cab,Unable To Match,0,No,,
340821,RideShare,Unable To Auth,0,No,,
340820,Discount Cab,Meter Off,12,No,10,No
340819,RideShare,Cancelled,0,No,,
340818,Discount Cab,Meter Off,25,No,0,Yes
340817,Discount Cab,Meter Off,32,No,0,Yes
340816,RideShare,Cancelled,10,No,,
340815,RideShare,Cancelled,10,No,,
340814,Discount Cab,Meter Off,33,No,0,Yes
340813,Discount Cab,Meter Off,27,No,0,Yes
340812,Discount Cab,Cancelled,0,No,,
340811,Discount Cab,Meter Off,19,No,0,Yes
340810,Discount Cab,Meter Off,31,No,0,Yes
340809,RideShare,Meter Off,61,No,0,Yes
340808,RideShare,Unable To Match,0,No,,
340807,RideShare,Meter Off,21,No,0,Yes
340806,Discount Cab,Cancelled,0,No,,
340805,Discount Cab,Cancelled,0,No,,
340804,Discount Cab,Meter Off,0,No,19,No
340803,RideShare,Unable To Match,0,No,,
340802,RideShare,Meter Off,48,No,0,Yes
340801,Discount Cab,Unable To Match,0,No,,
340800,Discount Cab,Meter Off,26,Yes,0,Yes
340799,Discount Cab,Cancelled,0,No,,
340798,Discount Cab,Meter Off,17,No,0,Yes
340797,Discount Cab,Cancelled,0,No,,
340796,Discount Cab,Meter Off,9,No,10,No
340795,Discount Cab,Unable To Match,0,No,,
340794,Discount Cab,Cancelled,10,No,,
340793,Discount Cab,Meter Off,19,No,0,Yes
340792,Discount Cab,Cancelled,0,No,,
340791,Discount Cab,Meter Off,25,No,10,Yes
340790,Discount Cab,Cancelled,10,No,,
340789,RideShare,Cancelled,0,No,,
340788,Discount Cab,Meter Off,30,No,0,Yes
340787,RideShare,Cancelled,10,No,,
340786,RideShare,Meter Off,14,No,20,No
340785,Discount Cab,Unable To Match,0,No,,
340784,Accessible Van,Unable To Match,0,No,,
340783,Accessible Van,Unable To Match,0,No,,
340782,Discount Cab,Cancelled,0,No,,
340781,Discount Cab,Meter Off,28,No,0,Yes
340780,RideShare,Meter Off,8,No,0,Yes
340779,Black,Meter Off,0,No,14,No
340778,Discount Cab,Meter Off,16,No,0,Yes
340777,Black,Meter Off,13,No,0,Yes
340776,RideShare,Meter Off,0,Yes,10,Yes
340775,Discount Cab,Cancelled,0,No,,
340774,Cab,Unable To Match,0,No,,
340773,RideShare,Meter Off,0,Yes,20,No
340772,Discount Cab,Meter Off,27,No,10,No
340771,RideShare,Meter Off,14,No,10,Yes
340770,Discount Cab,Meter Off,44,No,0,Yes
340769,Discount Cab,Meter Off,115,No,0,Yes
340768,Discount Cab,Cancelled,0,No,,
340767,Cab,Meter Off,3,No,20,No
340766,Discount Cab,Meter Off,0,Yes,0,Yes
340765,RideShare,Unable To Auth,0,No,,
340764,Cab,Cancelled,0,No,,
340763,Discount Cab,Meter Off,19,No,10,Yes
340762,RideShare,Meter Off,16,Yes,0,Yes
340761,Discount Cab,Cancelled,0,Yes,,
340760,Van,Unable To Match,0,No,,
340759,Discount Cab,Cancelled,0,No,,
340758,Discount Cab,Unable To Match,0,No,,
340757,Discount Cab,Cancelled,0,No,,
340756,Discount Cab,Meter Off,14,No,20,No
340755,Discount Cab,Cancelled,10,No,,
340754,RideShare,Meter Off,16,No,0,Yes
340753,RideShare,Cancelled,0,Yes,,
340752,Discount Cab,Meter Off,21,No,0,Yes
340751,Discount Cab,Meter Off,10,No,0,Yes
340750,Discount Cab,Meter Off,0,No,9,No
340749,Discount Cab,Meter Off,35,No,10,No
340748,Discount Cab,Meter Off,31,No,0,Yes
340747,Discount Cab,Cancelled,0,No,,
340746,Discount Cab,Meter Off,24,No,0,Yes
340745,RideShare,Cancelled,0,No,,
340744,Discount Cab,Meter Off,11,No,20,No
340743,Discount Cab,Cancelled,10,No,,
340742,Discount Cab,Meter Off,0,No,19,No
340741,RideShare,Meter Off,22,No,0,Yes
340740,Discount Cab,Meter Off,26,No,0,Yes
340739,Discount Cab,Meter Off,31,No,0,Yes
340738,Discount Cab,Meter Off,7,No,10,No
340737,Discount Cab,Meter Off,28,No,0,Yes
340736,Discount Cab,Meter Off,22,No,0,Yes
340735,Discount Cab,Meter Off,28,No,9,Yes
340734,RideShare,Meter Off,7,No,0,Yes
340733,RideShare,Cancelled,0,No,,
340732,RideShare,Meter Off,22,No,7,No
340731,RideShare,Cancelled,10,No,,
340730,RideShare,Unable To Auth,0,No,,
340729,Discount Cab,Cancelled,0,No,,
340728,Discount Cab,Meter Off,31,No,0,Yes
340727,Discount Cab,Meter Off,67,No,0,Yes
340726,Discount Cab,Cancelled,0,No,,
340725,Discount Cab,Meter Off,18,No,0,Yes
340724,Discount Cab,Meter Off,24,No,0,Yes
340723,Discount Cab,Meter Off,41,No,0,Yes
340722,Discount Cab,Cancelled,0,No,,
340721,Discount Cab,Cancelled,0,No,,
340720,RideShare,Cancelled,0,No,,
340719,Discount Cab,Cancelled,0,No,,
340718,Discount Cab,Cancelled,0,No,,
340717,Discount Cab,Cancelled,0,No,,
340716,RideShare,Meter Off,0,No,17,Yes
340715,Discount Cab,Cancelled,0,No,,
340714,Discount Cab,Meter Off,11,No,0,Yes
340713,Discount Cab,Cancelled,0,No,,
340712,Discount Cab,Unable To Auth,0,No,,
340711,Discount Cab,Meter Off,31,No,10,No
340710,RideShare,Unable To Match,0,No,,
340709,RideShare,Meter Off,6,No,0,Yes
340708,Discount Cab,Meter Off,33,No,0,Yes
340707,RideShare,Meter Off,17,No,0,Yes
340706,SUV,Meter Off,6,No,20,No
340705,RideShare,Cancelled,0,No,,
340704,Discount Cab,Unable To Match,0,No,,
340703,Discount Cab,Cancelled,0,No,,
340702,Discount Cab,Unable To Match,0,No,,
340701,Discount Cab,Cancelled,0,No,,
340700,Discount Cab,Meter Off,26,No,0,Yes
340699,RideShare,Meter Off,6,No,10,No
340698,Discount Cab,Meter Off,9,No,0,Yes
340697,Discount Cab,Unable To Match,0,No,,
340696,Discount Cab,Unable To Match,0,No,,
340695,RideShare,Cancelled,10,No,,
340694,Discount Cab,Meter Off,25,No,0,Yes
340693,Discount Cab,Cancelled,0,No,,
340692,Discount Cab,Meter Off,13,No,10,No
340691,Discount Cab,Meter Off,121,No,0,Yes
340690,Discount Cab,Cancelled,10,No,,
340689,Van,Cancelled,0,No,,
340688,Discount Cab,Unable To Match,0,No,,
340687,Van,Unable To Match,0,No,,
340686,RideShare,Meter Off,13,No,0,Yes
340685,Discount Cab,Unable To Match,0,No,,
340684,Discount Cab,Unable To Auth,0,No,,
340683,Discount Cab,Meter Off,20,No,10,No
340682,Discount Cab,Cancelled,0,No,,
340681,Discount Cab,Meter Off,28,No,10,No
340680,RideShare,Meter Off,57,No,0,Yes
340679,Discount Cab,Meter Off,50,No,10,No
340678,RideShare,Cancelled,0,Yes,,
340677,RideShare,Meter Off,12,No,20,No
340676,Discount Cab,Meter Off,11,No,0,Yes
340675,Discount Cab,Meter Off,18,No,6,No
340674,Discount Cab,Meter Off,55,No,0,Yes
340673,RideShare,Cancelled,0,No,,
340672,RideShare,Meter Off,7,No,0,Yes
340671,Discount Cab,Cancelled,10,No,,
340670,Discount Cab,Meter Off,31,No,0,Yes
340668,Discount Cab,Meter Off,52,No,0,Yes
340667,Discount Cab,Meter Off,14,No,0,Yes
340666,RideShare,Meter Off,11,No,10,No
340665,RideShare,Meter Off,19,No,0,Yes
340664,RideShare,Meter Off,55,No,0,Yes
340663,Discount Cab,Meter Off,6,No,10,No
340662,Discount Cab,Meter Off,24,No,0,Yes
340661,Discount Cab,Meter Off,22,No,10,No
340660,Discount Cab,Meter Off,40,No,0,Yes
340659,RideShare,Meter Off,15,No,0,Yes
340658,Discount Cab,Meter Off,15,No,0,Yes
340657,Discount Cab,Unable To Match,0,No,,
340656,RideShare,Unable To Auth,0,No,,
340655,RideShare,Meter Off,8,No,10,No
340654,Discount Cab,Cancelled,0,No,,
340653,Discount Cab,Meter Off,12,No,0,Yes
340652,Discount Cab,Meter Off,16,No,0,Yes
340651,Black,Meter Off,0,No,12,No
340650,RideShare,Cancelled,0,No,,
340649,Discount Cab,Meter Off,7,No,10,No
340648,Discount Cab,Meter Off,15,No,0,Yes
340647,RideShare,Meter Off,8,No,0,Yes
340646,Discount Cab,Meter Off,42,No,0,Yes
340645,Discount Cab,Cancelled,10,No,,
340644,Discount Cab,Meter Off,12,No,0,Yes
340643,Discount Cab,Meter Off,25,No,0,Yes
340642,Discount Cab,Unable To Match,0,No,,
340641,RideShare,Meter Off,10,No,10,No
340640,RideShare,Meter Off,47,No,0,Yes
340639,Discount Cab,Cancelled,0,No,,
340638,Discount Cab,Meter Off,5,No,10,No
340637,Discount Cab,Meter Off,13,No,10,Yes
340636,Discount Cab,Meter Off,6,No,10,No
340635,Discount Cab,Unable To Auth,0,No,,
340634,Discount Cab,Unable To Match,0,No,,
340633,Black,Meter Off,0,No,10,No
340632,Discount Cab,Meter Off,8,No,20,No
340631,Discount Cab,Meter Off,5,No,10,No
340630,RideShare,Cancelled,0,No,,
340629,Discount Cab,Unable To Match,0,No,,
340628,Discount Cab,Cancelled,0,No,,
340627,Discount Cab,Meter Off,3,No,10,No
340626,Discount Cab,Meter Off,37,No,10,No
340625,Discount Cab,Meter Off,23,No,0,Yes
340624,Discount Cab,Meter Off,24,No,0,Yes
340623,RideShare,Unable To Match,0,No,,
340622,Discount Cab,Meter Off,9,No,0,Yes
340621,RideShare,Meter Off,2,No,10,No
340620,Discount Cab,Meter Off,17,No,10,No
340619,Discount Cab,Cancelled,10,No,,
340618,SUV,Meter Off,6,Yes,0,Yes
340617,RideShare,Meter Off,25,No,10,No
340616,Discount Cab,Cancelled,0,No,,
340615,Discount Cab,Meter Off,17,No,0,Yes
340614,RideShare,Meter Off,13,No,20,No
340613,RideShare,Meter Off,9,No,0,Yes
340612,Discount Cab,Meter Off,63,No,0,Yes
340611,Discount Cab,Meter Off,14,No,0,Yes
340610,Van,Meter Off,43,No,10,Yes
340609,Discount Cab,Meter Off,17,No,0,Yes
340608,RideShare,Cancelled,0,No,,
340607,RideShare,Meter Off,0,No,8,No
340606,RideShare,Meter Off,8,No,0,Yes
340605,Discount Cab,Meter Off,78,No,0,Yes
340604,Discount Cab,Cancelled,0,No,,
340603,Discount Cab,Cancelled,0,No,,
340602,Discount Cab,Meter Off,7,No,10,Yes
340601,RideShare,Meter Off,14,No,0,Yes
340600,Discount Cab,Meter Off,10,No,0,Yes
340599,RideShare,Cancelled,0,No,,
340598,RideShare,Cancelled,0,No,,
340597,Discount Cab,Cancelled,0,No,,
340596,RideShare,Cancelled,0,No,,
340595,Discount Cab,Meter Off,4,No,10,No
340594,RideShare,Meter Off,20,No,0,Yes
340593,Accessible Van,Cancelled,10,No,,
340592,RideShare,Meter Off,6,No,0,Yes
340591,Discount Cab,Meter Off,20,No,10,Yes
340590,Discount Cab,Meter Off,15,No,0,Yes
340589,Discount Cab,Meter Off,4,No,10,No
340588,Discount Cab,Meter Off,19,No,0,Yes
340587,Discount Cab,Unable To Match,0,No,,
340586,Discount Cab,Meter Off,52,No,14,No
340585,Discount Cab,Meter Off,11,No,20,No
340584,RideShare,Meter Off,8,No,0,Yes
340583,Discount Cab,Meter Off,20,No,0,Yes
340582,Accessible Van,Meter Off,25,No,0,Yes
340581,Discount Cab,Cancelled,10,No,,
340580,Discount Cab,Meter Off,55,No,0,Yes
340579,Discount Cab,Meter Off,53,No,0,Yes
340578,Discount Cab,Meter Off,43,No,14,Yes
340577,Accessible Van,Unable To Match,0,No,,
340576,Discount Cab,Meter Off,29,No,0,Yes
340575,Discount Cab,Meter Off,38,No,10,No
340574,Discount Cab,Meter Off,21,No,0,Yes
340573,Discount Cab,Meter Off,0,No,17,No
340572,Discount Cab,Meter Off,14,No,0,Yes
340571,Discount Cab,Meter Off,28,No,10,No
340570,RideShare,Meter Off,11,No,10,Yes
340569,Discount Cab,Meter Off,9,No,0,Yes
340568,Discount Cab,Meter Off,10,No,10,No
340567,RideShare,Meter Off,34,No,0,Yes
340566,Discount Cab,Meter Off,27,No,0,Yes
340565,Discount Cab,Meter Off,20,No,0,Yes
340564,Discount Cab,Meter Off,6,No,10,No
340563,Discount Cab,Cancelled,0,No,,
340562,Discount Cab,Cancelled,10,No,,
340561,Discount Cab,Cancelled,10,No,,
340560,Black,Meter Off,11,No,20,No
340559,Discount Cab,Meter Off,23,No,10,Yes
340558,Discount Cab,Meter Off,25,No,0,Yes
340557,RideShare,Meter Off,0,No,18,No
340556,Discount Cab,Cancelled,0,No,,
340555,Discount Cab,Meter Off,56,No,0,Yes
340554,Discount Cab,Cancelled,0,No,,
340553,Discount Cab,Unable To Match,0,No,,
340552,Discount Cab,Cancelled,10,No,,
340551,Discount Cab,Meter Off,51,No,0,Yes
340550,Discount Cab,Meter Off,16,No,20,No
340549,Discount Cab,Meter Off,38,No,10,No
340548,RideShare,Cancelled,0,No,,
340547,RideShare,Meter Off,22,No,10,No
340546,Discount Cab,Cancelled,0,Yes,,
340545,Discount Cab,Unable To Auth,0,No,,
340544,Discount Cab,Cancelled,0,No,,
340543,Discount Cab,Cancelled,10,No,,
340542,RideShare,Meter Off,36,No,20,Yes
340541,Black,Meter Off,0,No,20,No
340540,Discount Cab,Meter Off,30,No,20,Yes
340539,RideShare,Cancelled,10,No,,
340538,Discount Cab,Meter Off,15,No,0,Yes
340537,Accessible Van,Unable To Match,0,No,,
340536,Discount Cab,Meter Off,16,No,0,Yes
340535,Discount Cab,Meter Off,15,No,0,Yes
340534,Discount Cab,Cancelled,0,No,,
340533,Discount Cab,Meter Off,45,No,10,No
340532,SUV,Meter Off,0,Yes,0,Yes
340531,Discount Cab,Meter Off,28,No,20,No
340530,Discount Cab,Meter Off,18,No,0,Yes
340529,Accessible Van,Unable To Match,0,No,,
340528,Discount Cab,Meter Off,7,No,10,No
340527,Discount Cab,Meter Off,67,No,0,Yes
340526,Discount Cab,Meter Off,10,No,0,Yes
340525,Discount Cab,Meter Off,4,No,10,Yes
340524,SUV,Meter Off,0,No,20,No
340523,Cab,Cancelled,0,No,,
340522,Discount Cab,Unable To Match,0,No,,
340521,Discount Cab,Meter Off,10,No,0,Yes
340520,Discount Cab,Unable To Match,0,No,,
340519,Discount Cab,Meter Off,20,No,0,Yes
340518,Discount Cab,Cancelled,0,No,,
340517,RideShare,Unable To Auth,0,No,,
340516,Discount Cab,Unable To Match,0,No,,
340515,Discount Cab,Meter Off,51,No,0,Yes
340514,Discount Cab,Meter Off,12,No,10,Yes
340513,Accessible Van,Cancelled,0,No,,
340512,Discount Cab,Meter Off,13,No,0,Yes
340511,Discount Cab,Meter Off,34,No,0,Yes
340510,Black,Meter Off,0,No,16,Yes
340509,RideShare,Cancelled,10,No,,
340508,Discount Cab,Cancelled,0,No,,
340507,Discount Cab,Meter Off,16,No,0,Yes
340506,RideShare,Meter Off,24,No,0,Yes
340505,Discount Cab,Cancelled,0,No,,
340504,Discount Cab,Timed Out (Enroute),0,No,,
340503,RideShare,Meter Off,12,No,0,Yes
340502,RideShare,Meter Off,0,No,14,Yes
340501,Accessible Van,Unable To Match,0,No,,
340500,Discount Cab,Meter Off,12,No,0,Yes
340499,Discount Cab,Meter Off,14,No,0,Yes
340498,Discount Cab,Meter Off,43,No,10,No
340497,RideShare,Cancelled,10,No,,
340496,Discount Cab,Meter Off,5,No,20,Yes
340495,Discount Cab,Unable To Match,0,No,,
340494,Discount Cab,Unable To Auth,0,No,,
340493,Discount Cab,Meter Off,22,No,0,Yes
340492,Discount Cab,Cancelled,0,No,,
340491,Discount Cab,Meter Off,58,No,0,Yes
340490,Discount Cab,Meter Off,67,No,0,Yes
340489,RideShare,Meter Off,23,Yes,0,Yes
340488,Discount Cab,Cancelled,0,No,,
340487,Discount Cab,Meter Off,5,No,10,Yes
340486,Discount Cab,Meter Off,21,No,0,Yes
340485,RideShare,Meter Off,0,No,7,Yes
340484,Discount Cab,Meter Off,13,No,0,Yes
340483,Discount Cab,Meter Off,22,No,10,Yes
340482,Discount Cab,Meter Off,26,No,0,Yes
340481,RideShare,Cancelled,0,No,,
340480,Discount Cab,Cancelled,0,No,,
340479,SUV,Meter Off,0,Yes,0,Yes
340478,Discount Cab,Cancelled,0,No,,
340477,Discount Cab,Meter Off,9,No,0,Yes
340476,Discount Cab,Meter Off,29,No,0,Yes
340475,Discount Cab,Cancelled,0,No,,
340474,RideShare,Unable To Match,0,No,,
340473,Discount Cab,Cancelled,10,No,,
340472,Discount Cab,Meter Off,4,No,20,No
340471,RideShare,Cancelled,0,No,,
340470,Discount Cab,Meter Off,14,No,0,Yes
340469,Discount Cab,Cancelled,0,No,,
340468,Discount Cab,Meter Off,13,No,0,Yes
340467,Discount Cab,Cancelled,0,No,,
340466,Discount Cab,Meter Off,16,No,0,Yes
340465,Discount Cab,Meter Off,26,No,0,Yes
340464,RideShare,Unable To Auth,0,No,,
340463,Discount Cab,Meter Off,24,No,0,Yes
340462,Discount Cab,Meter Off,7,No,10,No
340461,Discount Cab,Meter Off,37,No,10,No
340460,Discount Cab,Meter Off,0,No,9,No
340459,Discount Cab,Cancelled,0,No,,
340458,Discount Cab,Cancelled,10,No,,
340457,Discount Cab,Meter Off,40,No,0,Yes
340456,Discount Cab,Unable To Match,0,No,,
340455,Discount Cab,Meter Off,12,No,0,Yes
340454,Discount Cab,Cancelled,10,No,,
340453,Discount Cab,Meter Off,25,No,0,Yes
340452,Discount Cab,Meter Off,47,Yes,0,Yes
340451,Discount Cab,Meter Off,15,No,10,No
340450,Discount Cab,Unable To Match,0,No,,
340449,Discount Cab,Cancelled,10,No,,
340448,Discount Cab,Meter Off,24,No,0,Yes
340447,RideShare,Meter Off,21,No,0,Yes
340446,RideShare,Meter Off,48,No,0,Yes
340445,RideShare,Meter Off,10,No,0,Yes
340444,Discount Cab,Cancelled,0,No,,
340443,RideShare,Cancelled,10,No,,
340442,Discount Cab,Cancelled,0,No,,
340441,Discount Cab,Cancelled,0,No,,
340440,RideShare,Unable To Match,0,No,,
340439,Discount Cab,Meter Off,25,No,0,Yes
340438,Discount Cab,Cancelled,0,No,,
340437,Discount Cab,Cancelled,0,No,,
340436,Discount Cab,Cancelled,10,No,,
340435,Discount Cab,Cancelled,0,No,,
340434,Discount Cab,Meter Off,33,No,0,Yes
340433,Discount Cab,Meter Off,40,No,0,Yes
340432,Discount Cab,Unable To Match,0,No,,
340431,Discount Cab,Meter Off,18,No,0,Yes
340430,Discount Cab,Cancelled,10,No,,
340429,Discount Cab,Unable To Auth,0,No,,
340428,Discount Cab,Cancelled,0,No,,
340427,SUV,Meter Off,0,No,32,No
340426,Discount Cab,Cancelled,10,No,,
340425,Discount Cab,Meter Off,20,No,10,Yes
340424,Discount Cab,Cancelled,0,Yes,,
340423,Discount Cab,Cancelled,0,No,,
340422,Discount Cab,Cancelled,0,No,,
340421,Discount Cab,Meter Off,44,No,0,Yes
340420,Discount Cab,Unable To Match,0,No,,
340419,RideShare,Cancelled,0,No,,
340418,Discount Cab,Meter Off,10,No,0,Yes
340417,Discount Cab,Cancelled,10,No,,
340416,Discount Cab,Meter Off,40,No,10,No
340415,Discount Cab,Cancelled,10,No,,
340414,Discount Cab,Cancelled,0,No,,
340413,Discount Cab,Unable To Match,0,No,,
340412,Discount Cab,Cancelled,0,No,,
340411,Discount Cab,Meter Off,17,No,10,No
340410,Discount Cab,Meter Off,25,No,0,Yes
340409,Discount Cab,Cancelled,0,No,,
340408,Discount Cab,Meter Off,5,No,10,Yes
340407,Discount Cab,Cancelled,10,No,,
340406,Discount Cab,Meter Off,40,No,0,Yes
340405,RideShare,Meter Off,14,No,0,Yes
340404,RideShare,Meter Off,9,No,0,Yes
340403,Van,Unable To Match,0,No,,
340402,Discount Cab,Meter Off,47,No,12,Yes
340401,RideShare,Meter Off,0,No,14,No
340400,RideShare,Meter Off,42,No,0,Yes
340399,Discount Cab,Unable To Match,0,No,,
340398,RideShare,Meter Off,21,No,0,Yes
340397,Discount Cab,Meter Off,22,No,0,Yes
340396,RideShare,Meter Off,15,No,0,Yes
340395,Discount Cab,Meter Off,11,No,0,Yes
340394,Discount Cab,Unable To Match,0,No,,
340393,RideShare,Meter Off,40,No,0,Yes
340392,Van,Unable To Match,0,No,,
340391,Discount Cab,Meter Off,4,No,10,No
340390,Discount Cab,Meter Off,70,No,0,Yes
340389,Discount Cab,Unable To Match,0,No,,
340388,Discount Cab,Unable To Match,0,No,,
340387,Discount Cab,Unable To Match,0,No,,
340386,RideShare,Unable To Match,0,No,,
340385,Discount Cab,Unable To Match,0,No,,
340384,RideShare,Meter Off,0,No,15,Yes
340383,RideShare,Meter Off,9,No,0,Yes
340382,RideShare,Meter Off,0,No,10,Yes
340381,RideShare,Meter Off,25,No,0,Yes
340380,Discount Cab,Meter Off,26,No,0,Yes
340379,RideShare,Meter Off,7,No,0,Yes
340378,RideShare,Unable To Match,0,No,,
340377,RideShare,Cancelled,0,No,,
340376,Discount Cab,Meter Off,16,No,10,Yes
340375,Discount Cab,Meter Off,21,No,10,Yes
340374,RideShare,Meter Off,0,No,6,Yes
340373,Discount Cab,Cancelled,10,No,,
340372,Discount Cab,Meter Off,50,No,0,Yes
340371,Discount Cab,Unable To Auth,0,No,,
340370,Discount Cab,Cancelled,0,No,,
340369,Discount Cab,Unable To Match,0,No,,
340368,Discount Cab,Unable To Match,0,No,,
340367,Discount Cab,Unable To Match,0,No,,
340366,Discount Cab,Meter Off,18,No,0,Yes
340365,Discount Cab,Meter Off,21,No,0,Yes
340364,Discount Cab,Meter Off,24,No,20,No
340363,RideShare,Meter Off,8,No,0,Yes
340362,Discount Cab,Meter Off,18,No,0,Yes
340361,Discount Cab,Meter Off,1,No,10,Yes
340360,Discount Cab,Meter Off,28,No,10,Yes
340359,Discount Cab,Meter Off,11,No,0,Yes
340358,Discount Cab,Meter Off,32,No,0,Yes
340357,Discount Cab,Meter Off,16,No,0,Yes
340356,Discount Cab,Meter Off,0,Yes,0,Yes
340355,Discount Cab,Unable To Auth,0,No,,
340354,RideShare,Meter Off,3,No,10,Yes
340353,Discount Cab,Cancelled,10,No,,
340352,Discount Cab,Meter Off,13,No,10,No
340351,Discount Cab,Meter Off,10,No,0,Yes
340350,Discount Cab,Meter Off,24,No,10,Yes
340349,Discount Cab,Cancelled,0,No,,
340348,Discount Cab,Unable To Auth,0,No,,
340347,Discount Cab,Meter Off,19,No,0,Yes
340346,Discount Cab,Meter Off,13,No,0,Yes
340345,Discount Cab,Unable To Match,0,No,,
340344,Discount Cab,Cancelled,0,No,,
340343,Discount Cab,Cancelled,10,No,,
340342,Discount Cab,Cancelled,0,No,,
340341,RideShare,Meter Off,7,No,10,Yes
340340,Discount Cab,Meter Off,24,No,0,Yes
340339,Discount Cab,Meter Off,0,No,9,Yes
340338,Accessible Van,Unable To Match,0,No,,
340337,Discount Cab,Cancelled,0,No,,
340336,Discount Cab,Meter Off,3,No,10,Yes
340335,Discount Cab,Unable To Match,0,No,,
340334,Discount Cab,Meter Off,21,No,0,Yes
340333,Discount Cab,Unable To Match,0,No,,
340332,Discount Cab,Meter Off,42,No,10,No
340331,Discount Cab,Meter Off,9,No,0,Yes
340330,Discount Cab,Meter Off,14,No,0,Yes
340329,RideShare,Meter Off,10,No,0,Yes
340328,Discount Cab,Meter Off,7,No,10,No
340327,Discount Cab,Cancelled,0,No,,
340326,Discount Cab,Unable To Match,0,No,,
340325,RideShare,Cancelled,10,No,,
340323,Discount Cab,Meter Off,10,No,0,Yes
340322,Discount Cab,Meter Off,44,No,0,Yes
340321,RideShare,Meter Off,14,No,10,No
340320,RideShare,Meter Off,19,No,10,Yes
340319,RideShare,Unable To Match,0,No,,
340318,Discount Cab,Cancelled,0,Yes,,
340317,Discount Cab,Cancelled,0,No,,
340316,Discount Cab,Cancelled,0,No,,
340315,Discount Cab,Meter Off,14,No,0,Yes
340314,Discount Cab,Unable To Match,0,No,,
340313,RideShare,Meter Off,10,No,0,Yes
340312,Discount Cab,Meter Off,0,No,9,Yes
340311,Discount Cab,Cancelled,10,No,,
340310,RideShare,Meter Off,27,No,0,Yes
340309,Accessible Van,Cancelled,0,No,,
340308,Discount Cab,Meter Off,38,No,10,No
340307,Discount Cab,Unable To Match,0,No,,
340306,Accessible Van,Unable To Match,0,No,,
340305,Discount Cab,Meter Off,14,No,0,Yes
340304,Discount Cab,Cancelled,10,No,,
340303,RideShare,Cancelled,0,No,,
